date,open,Customer_Footfall,visits,purchases,conversion_rate,Sales_Amount,gmv,avg_ticket_base,avg_ticket_with_impulse,impulse_attach_pct,impulse_avg_eur,items_per_ticket,quick_buy_pct,quick_buy_ticket,miel_u,loncheado_u,mermelada_u,queso_u,tote_u,picos_u,vino_u,minicata_u,Units_Sold,Inventory_Level,tote_stock,Online_Orders,online_orders_attr,contacts,campaign_conversions,referred_visits,baskets_via_lodging,market_segment,distribution_channel,Promotion,Holiday,holiday_or_event,Season,Day_Of_Week,Month,Year,partners_active,Demand_Level
2024-04-19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,Closed,None,No,Yes,1,Primavera,Friday,4,2024,4,None
2024-04-20,1,26,26,11,0.4231,467.37,467.37,38.12,42.49,44.3,9.85,0.45,31.4,11.0,1,1,0,0,0,3,0,0,5,31,31,0,0,6,0,6,4,Event_local,Offline_event,Yes,Yes,1,Primavera,Saturday,4,2024,3,Medium
2024-04-21,1,13,13,5,0.3846,208.94,208.94,38.4,41.79,47.2,7.18,1.0,27.1,14.66,3,0,0,0,0,1,1,0,5,31,31,0,0,2,0,1,0,Event_local,Offline_event,Yes,Yes,1,Primavera,Sunday,4,2024,3,Low
2024-04-22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Monday,4,2024,3,None
2024-04-23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Tuesday,4,2024,3,None
2024-04-24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Wednesday,4,2024,4,None
2024-04-25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Thursday,4,2024,3,None
2024-04-26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Friday,4,2024,4,None
2024-04-27,1,14,14,2,0.1429,92.42,92.42,43.64,46.21,47.1,5.45,2.0,20.4,14.85,1,0,0,0,0,1,0,2,4,31,31,0,0,1,0,3,0,Event_local,Offline_event,No,No,0,Primavera,Saturday,4,2024,4,Low
2024-04-28,1,10,10,4,0.4,146.71,146.71,34.93,36.68,51.8,3.38,0.25,21.7,18.91,0,0,1,0,0,0,0,0,1,31,31,0,0,2,0,2,1,Rural_lodging,Partner_referral,No,No,0,Primavera,Sunday,4,2024,4,Low
2024-04-29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Monday,4,2024,4,None
2024-04-30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Tuesday,4,2024,4,None
2024-05-01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,Closed,None,No,Yes,1,Primavera,Wednesday,5,2024,4,None
2024-05-02,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,Closed,None,No,Yes,1,Primavera,Thursday,5,2024,4,None
2024-05-03,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,Closed,None,No,Yes,1,Primavera,Friday,5,2024,4,None
2024-05-04,1,14,14,6,0.4286,250.95,250.95,37.74,41.83,46.4,8.81,1.5,12.0,12.14,2,3,3,0,0,0,0,1,9,31,31,1,1,3,1,1,1,Direct,Direct,Yes,Yes,1,Primavera,Saturday,5,2024,4,Low
2024-05-05,1,19,19,5,0.2632,205.99,205.99,40.27,41.2,33.1,2.79,0.6,19.2,16.6,0,0,0,1,1,1,0,0,3,30,30,0,0,2,0,4,0,Passerby,Walk_in,No,No,0,Primavera,Sunday,5,2024,4,Low
2024-05-06,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Monday,5,2024,4,None
2024-05-07,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Tuesday,5,2024,3,None
2024-05-08,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Wednesday,5,2024,4,None
2024-05-09,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Thursday,5,2024,4,None
2024-05-10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Friday,5,2024,4,None
2024-05-11,1,10,10,2,0.2,71.89,71.89,35.08,35.95,29.0,2.98,2.0,29.7,13.53,0,0,1,0,1,1,0,1,4,29,29,0,0,1,0,0,0,Passerby,Walk_in,Yes,No,0,Primavera,Saturday,5,2024,4,Low
2024-05-12,1,17,17,4,0.2353,151.33,151.33,35.78,37.83,29.6,6.96,0.75,41.5,11.95,0,0,0,0,0,1,1,1,3,29,29,0,0,2,0,4,0,Direct,Direct,No,No,0,Primavera,Sunday,5,2024,4,Low
2024-05-13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Monday,5,2024,3,None
2024-05-14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Tuesday,5,2024,4,None
2024-05-15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Wednesday,5,2024,4,None
2024-05-16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Thursday,5,2024,3,None
2024-05-17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Friday,5,2024,4,None
2024-05-18,1,13,13,6,0.4615,252.24,252.24,39.96,42.04,39.3,5.31,2.0,22.6,12.37,5,1,1,0,1,1,1,2,12,28,28,1,0,3,0,1,0,Direct,Direct,No,No,0,Primavera,Saturday,5,2024,4,Low
2024-05-19,1,12,12,4,0.3333,158.12,158.12,38.56,39.53,30.7,3.17,0.75,15.7,14.44,0,0,1,0,0,0,1,1,3,28,28,0,0,2,0,1,1,Direct,Direct,No,No,0,Primavera,Sunday,5,2024,4,Low
2024-05-20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Monday,5,2024,4,None
2024-05-21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Tuesday,5,2024,4,None
2024-05-22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Wednesday,5,2024,4,None
2024-05-23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Thursday,5,2024,4,None
2024-05-24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Friday,5,2024,4,None
2024-05-25,1,15,15,7,0.4667,260.73,260.73,35.39,37.25,40.3,4.6,0.71,20.9,17.33,1,1,0,0,1,1,0,1,5,27,27,1,0,3,0,2,0,Direct,Direct,Yes,No,0,Primavera,Saturday,5,2024,4,Low
2024-05-26,1,15,15,5,0.3333,171.92,171.92,33.29,34.38,26.5,4.11,1.0,23.1,13.07,0,0,1,1,0,1,0,2,5,27,27,0,0,2,0,2,0,Direct,Direct,No,No,0,Primavera,Sunday,5,2024,5,Low
2024-05-27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Monday,5,2024,5,None
2024-05-28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Tuesday,5,2024,4,None
2024-05-29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Wednesday,5,2024,5,None
2024-05-30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Thursday,5,2024,4,None
2024-05-31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,Closed,None,No,No,0,Primavera,Friday,5,2024,4,None
2024-06-01,1,19,19,4,0.2105,149.85,149.85,35.36,37.46,38.5,5.45,0.75,21.5,15.68,0,1,1,1,0,0,0,0,3,27,27,1,1,2,1,3,1,Direct,Direct,No,No,0,Verano,Saturday,6,2024,4,Low
2024-06-02,1,25,25,14,0.56,488.2,488.2,32.43,34.87,33.2,7.35,0.64,24.3,13.27,3,2,1,0,0,2,1,0,9,27,27,0,0,5,0,2,0,Direct,Direct,No,No,0,Verano,Sunday,6,2024,5,Medium
2024-06-03,1,17,17,2,0.1176,82.86,82.86,39.08,41.43,37.3,6.28,1.0,22.7,16.86,0,0,0,0,0,0,0,2,2,27,27,0,0,1,0,2,1,Rural_lodging,Partner_referral,No,No,0,Verano,Monday,6,2024,4,Low
2024-06-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Tuesday,6,2024,4,None
2024-06-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Wednesday,6,2024,4,None
2024-06-06,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Thursday,6,2024,5,None
2024-06-07,1,13,13,4,0.3077,153.45,153.45,37.09,38.36,31.4,4.06,2.0,20.7,17.64,1,2,2,1,0,0,1,1,8,27,27,0,0,2,0,3,1,Direct,Direct,No,No,0,Verano,Friday,6,2024,4,Low
2024-06-08,1,17,17,4,0.2353,136.39,136.39,32.48,34.1,45.3,3.57,1.0,33.6,15.43,1,0,1,0,0,1,0,1,4,27,27,0,0,2,0,2,1,Direct,Direct,No,No,0,Verano,Saturday,6,2024,4,Low
2024-06-09,1,30,30,12,0.4,421.06,421.06,33.26,35.09,32.8,5.57,0.42,19.6,16.47,1,1,1,0,0,1,1,0,5,27,27,1,0,5,0,5,1,Rural_lodging,Partner_referral,No,No,0,Verano,Sunday,6,2024,5,Low
2024-06-10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Monday,6,2024,4,None
2024-06-11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Tuesday,6,2024,4,None
2024-06-12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Wednesday,6,2024,5,None
2024-06-13,1,13,13,7,0.5385,313.3,313.3,43.25,44.76,31.4,4.8,0.43,26.6,16.0,0,1,0,1,0,1,0,0,3,27,27,0,0,4,0,1,0,Direct,Direct,No,No,0,Verano,Thursday,6,2024,5,Low
2024-06-14,1,16,16,3,0.1875,89.65,89.65,28.0,29.88,36.6,5.14,0.33,31.8,14.51,0,0,0,0,0,0,0,1,1,27,27,0,0,1,0,2,1,Direct,Direct,No,No,0,Verano,Friday,6,2024,5,Low
2024-06-15,1,16,16,2,0.125,96.35,96.35,45.5,48.18,37.9,7.05,0.5,21.0,11.88,0,0,1,0,0,0,0,0,1,27,27,1,1,1,1,0,0,Event_local,Offline_event,No,No,0,Verano,Saturday,6,2024,5,Low
2024-06-16,1,15,15,4,0.2667,139.44,139.44,32.3,34.86,38.3,6.7,1.75,17.1,15.82,2,0,0,1,1,2,0,1,7,26,26,0,0,2,0,3,0,Direct,Direct,No,No,0,Verano,Sunday,6,2024,5,Low
2024-06-17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Monday,6,2024,5,None
2024-06-18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Tuesday,6,2024,4,None
2024-06-19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Wednesday,6,2024,5,None
2024-06-20,1,15,15,4,0.2667,156.54,156.54,36.25,39.14,41.2,7.0,0.5,24.3,13.88,0,0,0,0,1,0,0,1,2,25,25,0,0,2,0,3,0,Direct,Direct,No,No,0,Verano,Thursday,6,2024,5,Low
2024-06-21,1,10,10,1,0.1,34.47,34.47,32.2,34.47,42.5,5.34,2.0,24.8,15.37,0,0,1,0,0,0,0,1,2,25,25,1,1,0,1,3,1,Direct,Direct,No,No,0,Verano,Friday,6,2024,5,Low
2024-06-22,1,28,28,8,0.2857,269.7,269.7,31.73,33.71,39.6,5.01,1.0,26.0,15.6,1,0,1,1,0,3,0,2,8,25,25,0,0,3,0,3,0,Direct,Direct,Yes,No,0,Verano,Saturday,6,2024,6,Low
2024-06-23,1,20,20,7,0.35,286.82,286.82,39.28,40.97,32.6,5.18,1.43,26.6,16.72,1,2,1,1,0,2,0,3,10,25,25,1,1,3,1,3,0,Passerby,Walk_in,No,No,0,Verano,Sunday,6,2024,4,Low
2024-06-24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Monday,6,2024,4,None
2024-06-25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Tuesday,6,2024,5,None
2024-06-26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Wednesday,6,2024,5,None
2024-06-27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Thursday,6,2024,5,None
2024-06-28,1,13,13,1,0.0769,37.14,37.14,35.31,37.14,44.3,4.13,2.0,23.5,16.85,0,0,0,0,0,0,0,2,2,25,25,0,0,0,0,1,0,Direct,Direct,No,No,0,Verano,Friday,6,2024,5,Low
2024-06-29,1,10,10,3,0.3,90.98,90.98,28.0,30.33,24.8,9.4,0.33,20.7,11.53,0,0,1,0,0,0,0,0,1,25,25,0,0,1,0,2,0,Direct,Direct,No,No,0,Verano,Saturday,6,2024,5,Low
2024-06-30,1,27,27,5,0.1852,168.31,168.31,32.38,33.66,19.9,6.42,0.8,26.2,14.51,0,0,1,1,0,0,1,1,4,25,25,0,0,3,0,4,0,Event_local,Offline_event,Yes,No,0,Verano,Sunday,6,2024,6,Low
2024-07-01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Monday,7,2024,5,None
2024-07-02,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Tuesday,7,2024,5,None
2024-07-03,1,13,13,1,0.0769,40.08,40.08,35.8,40.08,57.1,7.5,1.0,30.3,17.19,0,0,0,0,0,0,1,0,1,25,25,1,0,0,0,4,2,Event_local,Offline_event,No,No,0,Verano,Wednesday,7,2024,5,Low
2024-07-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Thursday,7,2024,5,None
2024-07-05,1,16,16,5,0.3125,181.08,181.08,34.14,36.22,27.9,7.42,1.8,17.4,15.02,1,2,1,1,0,1,0,3,9,25,25,2,2,2,2,1,0,Direct,Direct,No,No,0,Verano,Friday,7,2024,5,Low
2024-07-06,1,17,17,7,0.4118,284.89,284.89,38.93,40.7,37.2,4.74,0.57,18.8,12.21,0,2,0,0,0,0,0,2,4,25,25,1,1,3,1,3,0,Rural_lodging,Partner_referral,No,No,0,Verano,Saturday,7,2024,5,Low
2024-07-07,1,20,20,5,0.25,164.34,164.34,30.17,32.87,50.2,5.37,1.8,24.6,15.01,1,2,0,2,2,0,0,2,9,23,23,2,0,2,0,4,1,Passerby,Walk_in,Yes,No,0,Verano,Sunday,7,2024,5,Low
2024-07-08,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Monday,7,2024,4,None
2024-07-09,1,12,12,2,0.1667,85.12,85.12,40.13,42.56,40.3,6.03,2.0,21.2,14.63,2,0,0,0,0,0,0,2,4,23,23,0,0,1,0,2,0,Event_local,Offline_event,No,No,0,Verano,Tuesday,7,2024,5,Low
2024-07-10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Wednesday,7,2024,5,None
2024-07-11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Thursday,7,2024,5,None
2024-07-12,1,16,16,2,0.125,84.71,84.71,39.81,42.35,39.4,6.45,0.0,30.1,16.47,0,0,0,0,0,0,0,0,0,23,23,1,1,1,1,3,1,Direct,Direct,No,No,0,Verano,Friday,7,2024,5,Low
2024-07-13,1,11,11,3,0.2727,125.29,125.29,39.29,41.76,30.7,8.07,1.67,27.3,15.99,1,0,0,1,0,0,2,1,5,23,23,0,0,1,0,1,0,Passerby,Walk_in,No,No,0,Verano,Saturday,7,2024,5,Low
2024-07-14,1,20,20,6,0.3,254.84,254.84,38.44,42.47,46.5,8.68,0.5,26.2,15.59,1,2,0,0,0,0,0,0,3,23,23,0,0,2,0,3,0,Event_local,Offline_event,No,No,0,Verano,Sunday,7,2024,5,Low
2024-07-15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Monday,7,2024,5,None
2024-07-16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Tuesday,7,2024,5,None
2024-07-17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Wednesday,7,2024,5,None
2024-07-18,1,20,20,11,0.55,422.49,422.49,37.14,38.41,40.7,3.11,0.45,19.1,17.98,2,0,1,0,0,0,0,2,5,23,23,0,0,3,0,3,0,Direct,Direct,No,No,0,Verano,Thursday,7,2024,6,Low
2024-07-19,1,19,19,8,0.4211,303.92,303.92,36.24,37.99,30.6,5.72,1.25,32.1,18.43,1,2,3,1,1,0,1,1,10,22,22,1,1,4,1,2,1,Direct,Direct,No,No,0,Verano,Friday,7,2024,5,Low
2024-07-20,1,24,24,13,0.5417,493.92,493.92,36.44,37.99,27.4,5.68,0.54,26.7,13.48,1,2,2,0,0,1,0,1,7,22,22,1,1,7,1,6,0,Direct,Direct,No,No,0,Verano,Saturday,7,2024,5,Medium
2024-07-21,1,16,16,1,0.0625,40.73,40.73,40.0,40.73,19.7,3.7,1.0,17.8,15.37,0,0,0,0,0,0,0,1,1,22,22,1,1,0,1,3,1,Direct,Direct,No,No,0,Verano,Sunday,7,2024,5,Low
2024-07-22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Monday,7,2024,5,None
2024-07-23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Tuesday,7,2024,5,None
2024-07-24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Wednesday,7,2024,5,None
2024-07-25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Thursday,7,2024,5,None
2024-07-26,1,11,11,3,0.2727,115.7,115.7,36.13,38.57,37.3,6.53,1.67,18.6,15.16,1,2,0,0,0,0,0,2,5,22,22,0,0,1,0,1,0,Rural_lodging,Partner_referral,Yes,No,0,Verano,Friday,7,2024,6,Low
2024-07-27,1,24,24,4,0.1667,130.74,130.74,29.83,32.69,35.9,7.94,1.5,16.8,16.78,0,1,3,0,0,1,0,1,6,22,22,0,0,2,0,3,0,Rural_lodging,Partner_referral,No,No,0,Verano,Saturday,7,2024,5,Low
2024-07-28,1,19,19,6,0.3158,249.48,249.48,39.23,41.58,38.1,6.17,0.83,24.1,15.39,0,1,2,0,0,1,0,1,5,22,22,0,0,2,0,4,2,Rural_lodging,Partner_referral,No,No,0,Verano,Sunday,7,2024,6,Low
2024-07-29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Monday,7,2024,5,None
2024-07-30,1,12,12,4,0.3333,146.24,146.24,35.53,36.56,30.7,3.37,1.0,28.7,17.01,0,0,0,1,1,0,0,2,4,21,21,0,0,2,0,2,0,Direct,Direct,No,No,0,Verano,Tuesday,7,2024,5,Low
2024-07-31,1,17,17,5,0.2941,203.5,203.5,38.25,40.7,42.8,5.72,0.8,32.6,18.24,0,2,0,0,0,0,0,2,4,21,21,0,0,2,0,5,1,Direct,Direct,No,No,0,Verano,Wednesday,7,2024,5,Low
2024-08-01,1,14,14,3,0.2143,122.32,122.32,36.57,40.77,49.2,8.55,1.67,30.8,15.5,0,1,1,0,3,0,0,0,5,44,44,0,0,1,0,1,0,Event_local,Offline_event,Yes,No,0,Verano,Thursday,8,2024,5,Low
2024-08-02,1,23,23,7,0.3043,257.65,257.65,33.8,36.81,50.1,6.0,0.57,10.6,16.21,0,1,0,0,0,1,0,2,4,44,44,0,0,3,0,2,2,Rural_lodging,Partner_referral,No,No,0,Verano,Friday,8,2024,5,Low
2024-08-03,1,15,15,7,0.4667,258.0,258.0,32.87,36.86,48.1,8.28,1.0,24.1,14.91,3,2,0,0,0,0,1,1,7,44,44,1,1,3,1,2,1,Rural_lodging,Partner_referral,No,No,0,Verano,Saturday,8,2024,5,Low
2024-08-04,1,21,21,9,0.4286,335.49,335.49,35.39,37.28,30.3,6.21,0.67,25.9,13.93,2,1,2,0,0,1,0,0,6,44,44,1,0,4,0,3,0,Event_local,Offline_event,No,No,0,Verano,Sunday,8,2024,5,Low
2024-08-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Monday,8,2024,6,None
2024-08-06,1,22,22,5,0.2273,193.73,193.73,34.55,38.75,40.9,10.25,1.2,21.9,14.66,1,0,0,0,0,5,0,0,6,44,44,1,1,2,1,8,3,Direct,Direct,No,No,0,Verano,Tuesday,8,2024,6,Low
2024-08-07,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Wednesday,8,2024,5,None
2024-08-08,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Thursday,8,2024,6,None
